name,amenity,country,iso3,source,latitude,longitude,addr_city,operator,building,near_hotspot,hotspot_info
အမက ဂျိုးကန်,school,Myanmar,MMR,HOTOSM/OSM,21.036011,94.911348,,,,False,
အလက ထန်းပေါက်တော,school,Myanmar,MMR,HOTOSM/OSM,20.947098,95.02932,,,,False,
ထန်းပေါက်ကုန်း အလက,school,Myanmar,MMR,HOTOSM/OSM,21.580036,94.607797,,,,False,
စေတုတ္တရာအထက,school,Myanmar,MMR,HOTOSM/OSM,20.450583,94.242376,,,,False,
ချီ အမက,school,Myanmar,MMR,HOTOSM/OSM,20.587705,94.188402,,,,False,
အခြေခံပညာ မူလတန်းလွန်ကျောင်း (ဝါးကြီးမြောင်),school,Myanmar,MMR,HOTOSM/OSM,20.594217,96.814467,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (ငုတ်),school,Myanmar,MMR,HOTOSM/OSM,20.553244,96.789127,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (ကျောက်ဆု),school,Myanmar,MMR,HOTOSM/OSM,20.531382,96.756704,,,,False,
အခြေခံပညာ မူလတန်းကျောင်းခွဲ (ထီသိမ် - မြေခြား),school,Myanmar,MMR,HOTOSM/OSM,20.538376,96.7318,,,,False,
ခိုဝင် အမက,school,Myanmar,MMR,HOTOSM/OSM,20.44339,94.238501,,,,False,
ကလန် အထက,school,Myanmar,MMR,HOTOSM/OSM,20.468667,94.698737,,,,False,
အထက (၁),school,Myanmar,MMR,HOTOSM/OSM,19.366147,95.215636,,,,False,
မိုးညှင်းတက္ကသိုလ်,university,Myanmar,MMR,HOTOSM/OSM,24.783808,96.389571,,,,False,
Bago University,university,Myanmar,MMR,HOTOSM/OSM,17.270675,96.472689,,,,False,
"Technological University, Sagaing",university,Myanmar,MMR,HOTOSM/OSM,21.922885,95.955373,,,,False,
ပြည်နယ်စိုက်ပျိုးရေးသင်တန်းကျောင်း,college,Myanmar,MMR,HOTOSM/OSM,20.726495,96.777081,,,,False,
ဆင်သားမွေးကျေးရွာမူကြိုကျောင်း,kindergarten,Myanmar,MMR,HOTOSM/OSM,21.187811,95.122687,,,,False,
အခြေခံပညာ အလယ်တန်းကျောင်း (ချောင်းနီမ),school,Myanmar,MMR,HOTOSM/OSM,20.613999,96.828732,,,,False,
ဒွေးကျင်း အလက,school,Myanmar,MMR,HOTOSM/OSM,20.678631,94.140271,,,,False,
ပခန်းကြီး အထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.539328,95.204878,,,,False,
ဒိုးပင် အမက,school,Myanmar,MMR,HOTOSM/OSM,23.092351,96.640977,,,,False,
အမက ညောင်ပင်စောက်,school,Myanmar,MMR,HOTOSM/OSM,23.090318,96.653478,,,,False,
ပင်းမြို့စာသင်ကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,20.57953,95.42,,,,False,
မုန်းဇလဲ အလက,school,Myanmar,MMR,HOTOSM/OSM,20.359667,94.628177,,,,False,
စခန်းသစ်စာသင်ကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,12.088262,98.431273,,,,False,
အရှေ့အင်းကုန်း အမက,school,Myanmar,MMR,HOTOSM/OSM,20.335791,94.526842,,,,False,
အထက ရှုံးရှီ,school,Myanmar,MMR,HOTOSM/OSM,22.154703,94.115093,,,,False,
မြေနီ အမက,school,Myanmar,MMR,HOTOSM/OSM,22.047424,94.114756,,,,False,
အလက တောင်ပြင်,school,Myanmar,MMR,HOTOSM/OSM,22.145962,94.084791,,,,False,
အမှတ်(၄)ရဲလေ့ကျင့်ရေးကျောင်း,college,Myanmar,MMR,OSM,20.73652,96.87671,,,,False,
模西伊学校,school,Myanmar,MMR,OSM,21.95582,99.9197,,,,False,
မုန်တောကြီး အလက,school,Myanmar,MMR,HOTOSM/OSM,20.351633,94.730161,,,,False,
စာသင်ကျောင်း?,school,Myanmar,MMR,HOTOSM/OSM,20.717263,94.908478,,,,False,
ရွာမွန်ကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,20.525035,95.425428,,,,False,
နတ်ကြီးကုန်း အထက,school,Myanmar,MMR,HOTOSM/OSM,20.68135,94.117118,,,,False,
မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.247539,95.220226,,,,False,
အခြေခံပညာအထက်တန်းကျောင်း (စဉ့်ကူ),school,Myanmar,MMR,HOTOSM/OSM,20.938535,94.859591,,,,False,
အထက,school,Myanmar,MMR,HOTOSM/OSM,21.147265,95.137856,,,,False,
ပုပိုင်း အလက,school,Myanmar,MMR,HOTOSM/OSM,20.687311,94.258781,,,,False,
ကင်းရွာ အခြေခံပညာအထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,17.198507,97.103955,,,,False,
မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,19.988598,95.374038,,,,False,
ကုက္ကိုဂွ အထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,19.987035,95.378796,,,,False,
အခြေခံပညာ အလယ်တန်းကျောင်း (ကျောက်ထပ်),school,Myanmar,MMR,HOTOSM/OSM,20.850939,96.767504,,,,False,
အခြေခံပညာ မူလတန်းလွန်ကျောင်း (စိစက်),school,Myanmar,MMR,HOTOSM/OSM,20.99568,96.798778,,,,False,
BEPS Thayet Hnint Khwa,school,Myanmar,MMR,HOTOSM/OSM,13.945224,98.25053,,,,False,
"အထက(ခွဲ)သရက်ခေါင်း, B.E.H.S, Tha Yet Khaung",school,Myanmar,MMR,HOTOSM/OSM,22.986092,95.540863,,,,False,
ပဲခူး အထက (၁),school,Myanmar,MMR,OSM,17.33771,96.48732,,,,False,
帕罗帕列学校 ဖါးလို့ ဖါးလဲ ကျောင်း,school,Myanmar,MMR,OSM,21.72763,101.03622,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (ထီသိမ်),school,Myanmar,MMR,HOTOSM/OSM,20.535674,96.738244,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (တင်ကြီးကြပ်),school,Myanmar,MMR,HOTOSM/OSM,20.732466,96.720803,,,,False,
အမှတ်(၁) အခြေခံပညာ အထက်တန်း ကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,18.346509,96.491352,,,,False,
အခြေခံပညာ မူလတန်းလွန်ကျောင်း (တောင်ပတ်),school,Myanmar,MMR,HOTOSM/OSM,20.803031,96.781361,,,,False,
အခြေခံပညာ အလယ်တန်းကျောင်းခွဲ (အင်းပက်လက်),school,Myanmar,MMR,HOTOSM/OSM,20.900079,96.724995,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (သာစည်),school,Myanmar,MMR,HOTOSM/OSM,21.000726,96.737729,,,,False,
အင်းတကော် အထက,school,Myanmar,MMR,HOTOSM/OSM,17.180363,96.36978,,,,False,
ကျစ်ကိုင်း အလက,school,Myanmar,MMR,HOTOSM/OSM,20.323628,94.605106,,,,False,
ဆင်ချောင်းအထက,school,Myanmar,MMR,HOTOSM/OSM,21.517322,95.196334,,,,False,
သစ်ချိုကုန်း အမက,school,Myanmar,MMR,HOTOSM/OSM,20.385409,94.65641,,,,False,
ရှောက်တော အမက,school,Myanmar,MMR,HOTOSM/OSM,20.401156,94.683969,,,,False,
ကံပေါက် အမက,school,Myanmar,MMR,HOTOSM/OSM,20.6742,94.29308,,,,False,
ကျင်းကြီး အမက,school,Myanmar,MMR,HOTOSM/OSM,20.671973,94.194885,,,,False,
အထက ကျပ်ပြည့်,school,Myanmar,MMR,HOTOSM/OSM,21.342333,94.821338,,,,False,
ကိုင်း အထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.450066,95.041683,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (မြေဖြူ),school,Myanmar,MMR,HOTOSM/OSM,20.530538,96.801686,,,,False,
အခြေခံပညာ အလယ်တန်းကျောင်းခွဲ (ပဲရင်းတောင်),school,Myanmar,MMR,HOTOSM/OSM,20.745494,96.724932,,,,False,
တောင်ချို အလက,school,Myanmar,MMR,HOTOSM/OSM,21.239452,94.382093,,,,False,
တရော်ကိုင်းမူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.626522,94.446505,,,,False,
ညောင်ဝင်း အထက,school,Myanmar,MMR,HOTOSM/OSM,21.368986,94.637272,,,,False,
ညောင်ဝင်းပေါက် မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.470256,94.508138,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (သရက်မြှောင်),school,Myanmar,MMR,HOTOSM/OSM,20.550916,96.741137,,,,False,
Stars' Choice Preschoool,kindergarten,Myanmar,MMR,HOTOSM/OSM,17.791505,95.757171,,,,False,
တုမန်လဴ,school,Myanmar,MMR,HOTOSM/OSM,16.486942,97.673793,,,,False,
ကျားခဲ အလက,school,Myanmar,MMR,HOTOSM/OSM,21.667302,94.136098,,,,False,
အခြေခံပညာမူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,20.594594,93.189445,,,,False,
ကဇွန်းထောင့် အလက,school,Myanmar,MMR,HOTOSM/OSM,21.92422,94.100862,,,,False,
ဇီးဖြူကုန်း မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.424912,94.507799,,,,False,
ဇောင်းယားပင် မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.650549,94.481271,,,,False,
ကျောက္ကာ အထက,school,Myanmar,MMR,HOTOSM/OSM,22.163465,95.252958,,,,False,
ထောက်ရှာပင် စာသင်ကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.49463,94.709514,,,,False,
အထက (ခွဲ) ကြိုးကြာ,school,Myanmar,MMR,HOTOSM/OSM,18.593108,95.016064,,,,False,
Government Technology High School G.T.H.S (Hinthada),school,Myanmar,MMR,HOTOSM/OSM,17.656794,95.457636,,,,False,
No. 2 Basic Education Middle School,school,Myanmar,MMR,HOTOSM/OSM,17.640338,95.459385,,,,False,
BEMS 1 Hinthada,school,Myanmar,MMR,HOTOSM/OSM,17.645716,95.460593,,,,False,
နတ်ဦးယာဉ် အမက,school,Myanmar,MMR,HOTOSM/OSM,21.414345,94.686007,,,,False,
"အထက (၄) စမ်းချောင်း BEHS 4, Sanchaung",school,Myanmar,MMR,HOTOSM/OSM,16.805735,96.129494,,,,False,
အမှတ်(၁၁) အခြေခံပညာအထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,16.444699,97.629548,,,,False,
ခရွန်း အခြေခံပညာမူလတန်းလွန်ကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,16.374922,97.663514,,,,False,
လင်းဒဲ အလက,school,Myanmar,MMR,HOTOSM/OSM,19.839516,94.377986,,,,False,
တောင်ဘက် အထက,school,Myanmar,MMR,HOTOSM/OSM,21.326244,94.414441,,,,False,
ညောင်ပင်သာ မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.435562,94.645548,,,,False,
ညောင်ပင်သာ အမက,school,Myanmar,MMR,HOTOSM/OSM,21.556359,94.413284,,,,False,
အခြေခံပညာ မူလတန်းလွန်ကျောင်း (မြောက်မြေခြား),school,Myanmar,MMR,HOTOSM/OSM,20.799535,96.755691,,,,False,
အခြေခံပညာ မူလတန်းလွန်ကျောင်း (လယ်ခေါင်း),school,Myanmar,MMR,HOTOSM/OSM,20.761952,96.805652,,,,False,
လယ်အို အထက,school,Myanmar,MMR,HOTOSM/OSM,21.691225,94.544287,,,,False,
ဓါတ်တော် အလက,school,Myanmar,MMR,HOTOSM/OSM,21.591532,94.474214,,,,False,
အခြေခံပညာမူလတန်း(လွန်)ကျောင်း တောရွာ,school,Myanmar,MMR,HOTOSM/OSM,21.080667,94.894315,,,,False,
ပုဏ္ဏား အမက,school,Myanmar,MMR,HOTOSM/OSM,21.723665,94.082201,,,,False,
,school,Myanmar,MMR,HOTOSM/OSM,20.987264,92.242217,,,yes,False,
ပဇင်းချောင် အမက,school,Myanmar,MMR,HOTOSM/OSM,21.765007,94.086074,,,,False,
International School of Myanmar,school,Myanmar,MMR,HOTOSM/OSM,16.844987,96.117789,,,,False,
International School of Myanmar,school,Myanmar,MMR,HOTOSM/OSM,16.844053,96.112878,,,,False,
International School of Myanmar,school,Myanmar,MMR,HOTOSM/OSM,16.846826,96.117604,,,,False,
အမှတ် (၂) အခြေခံပညာအထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.462231,95.400952,,,,False,
မိုးစို အလက,school,Myanmar,MMR,HOTOSM/OSM,22.48821,94.145567,,,,False,
ကုံးသာ အမက,school,Myanmar,MMR,HOTOSM/OSM,20.024749,94.53199,,,,False,
အခြေခံပညာ အထက်တန်းကျောင်း (ကုက္ကဲ),school,Myanmar,MMR,HOTOSM/OSM,21.597441,95.514535,,,,False,
ကျောချောင်း အမက,school,Myanmar,MMR,HOTOSM/OSM,21.936089,94.280289,,,,False,
ဇီးပြား အထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.620857,94.453758,,,,False,
အ.ထ.က(ရေဖြူ),school,Myanmar,MMR,HOTOSM/OSM,14.245043,98.195306,,,,False,
အထက(၃) ကြည့်မြင်တိုင်,school,Myanmar,MMR,HOTOSM/OSM,16.799824,96.125126,,,,False,
ဆင်ဇာ အထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.423576,94.437926,,,,False,
ဆပန် မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.509713,94.434752,,,,False,
ဆယ်ပင်း မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.445556,94.63799,,,,False,
ဆုံကုန်း မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.651152,94.652839,,,,False,
ဆူးလေကုန်း အထက,school,Myanmar,MMR,HOTOSM/OSM,21.352617,94.661984,,,,False,
ILBC Thuwana,school,Myanmar,MMR,HOTOSM/OSM,16.823646,96.188646,,,,False,
B.E.H.S (5) Kamayut အ.ထ.က (၅) ကမာရွတ်,school,Myanmar,MMR,HOTOSM/OSM,16.825904,96.126666,,,,False,
ဓမ္မယာန ပရဟိတ မူကြိုကျောင်း။,school,Myanmar,MMR,HOTOSM/OSM,16.887232,96.220044,,,,False,
မဇ္စျိမအလင်း (ကွန်ပျူတာနှင့်အင်္ဂလိပ်စာ အခမဲ့ သင်တန်းကျောင်း),school,Myanmar,MMR,HOTOSM/OSM,20.364766,93.267933,,,,False,
ငါးဆင်း အမက,school,Myanmar,MMR,HOTOSM/OSM,21.720042,94.155297,,,,False,
"Basic Education High School, Say Min Taw",school,Myanmar,MMR,HOTOSM/OSM,21.887764,94.112067,,,,False,
ညောင် အလက,school,Myanmar,MMR,HOTOSM/OSM,21.650898,94.172719,,,,False,
ထန်းတော်လယ် အထက,school,Myanmar,MMR,HOTOSM/OSM,21.309187,94.454614,,,,False,
ထန်းပင်ချောင်း အမက,school,Myanmar,MMR,HOTOSM/OSM,21.521024,94.324974,,,,False,
ထန်းရင်း အမက,school,Myanmar,MMR,HOTOSM/OSM,21.705351,94.401634,,,,False,
အမက,school,Myanmar,MMR,HOTOSM/OSM,21.745073,94.125649,,,,False,
အ.ထ.က (ခွဲ) ထန်းတော,school,Myanmar,MMR,HOTOSM/OSM,21.741927,96.027094,,,,False,
ချောင်းဆုံ အမက,school,Myanmar,MMR,HOTOSM/OSM,22.446284,94.2159,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (ထီဆွမ်),school,Myanmar,MMR,HOTOSM/OSM,16.752467,98.137752,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (ကော့ညိုင်း),school,Myanmar,MMR,HOTOSM/OSM,16.7358,98.180043,,,,False,
အခြေခံပညာ မူလတန်းကျောင်း (ထီကလေး),school,Myanmar,MMR,HOTOSM/OSM,16.702672,98.1886,,,,False,
အခြေခံပညာအထက်တန်းကျောင်းခွဲ (နောင်တပွဲ),school,Myanmar,MMR,HOTOSM/OSM,16.696224,98.143117,,,,False,
အမှတ်(၃) အခြေခံပညာ မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,16.892209,97.543744,,,,False,
အခြေခံပညာအထက်တန်းကျောင်း၊ ကြံခင်း,school,Myanmar,MMR,HOTOSM/OSM,18.33705,95.243801,,,,False,
နုံးကြီး အလက,school,Myanmar,MMR,HOTOSM/OSM,22.041043,94.368027,,,,False,
ဖက်ဝန်း အလက,school,Myanmar,MMR,HOTOSM/OSM,21.964348,94.097497,,,,False,
ဘော်ပြင်း အထက,school,Myanmar,MMR,HOTOSM/OSM,22.391443,94.110225,,,,False,
မဲပလီ(အထက်) အခြေခံပညာမူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,17.583598,97.283127,,,,False,
အခြေခံပညာမူလတန်းကျောင်း (မင်းဇီ),school,Myanmar,MMR,HOTOSM/OSM,17.000359,97.615824,,,,False,
အခြေခံပညာအထက်တန်းကျောင်း (မင်းဇီ),school,Myanmar,MMR,HOTOSM/OSM,16.98635,97.619437,,,,False,
လယ်လမ်း အထက,school,Myanmar,MMR,HOTOSM/OSM,21.402575,94.463781,,,,False,
တပ်ကုန်းရွာကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.34294,94.429063,,,,False,
ရေပြာ အခြေခံပညာ အထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.426868,94.624295,,,,False,
မုံပင် အထက်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.727607,96.16665,,,,False,
သူကောင်းကျင်း အမက,school,Myanmar,MMR,HOTOSM/OSM,20.755534,94.101833,,,,False,
အထက်လယ် အမက,school,Myanmar,MMR,HOTOSM/OSM,20.640833,94.159322,,,,False,
အလယ်တန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.04626,94.959386,,,,False,
ကန်စောင့် အခြေခံပညာမူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.047248,95.019138,,,,False,
အ‌‌‌ခြေခံပညာအထက်တန်းကျောင်း အရှေ့ရွာနောင်ရပ်ကွက်,school,Myanmar,MMR,HOTOSM/OSM,21.099996,94.854688,,,,False,
ရှားပင်ရေ အထက,school,Myanmar,MMR,HOTOSM/OSM,21.283508,94.606289,,,,False,
အကြည် အမက,school,Myanmar,MMR,HOTOSM/OSM,20.704306,94.144004,,,,False,
??? အမက,school,Myanmar,MMR,HOTOSM/OSM,22.624053,94.073544,,,,False,
ကြာပတ် အမက,school,Myanmar,MMR,HOTOSM/OSM,21.945504,94.103635,,,,False,
အောက်ဝေါ အလက,school,Myanmar,MMR,HOTOSM/OSM,20.302002,94.323298,,,,False,
ကွမ်းဇဲ အလက,school,Myanmar,MMR,HOTOSM/OSM,22.223549,94.214008,,,,False,
ညောင်လယ် အလက,school,Myanmar,MMR,HOTOSM/OSM,21.957445,94.207791,,,,False,
ညောင်လှ မူလတန်းကျောင်း,school,Myanmar,MMR,HOTOSM/OSM,21.289862,95.129861,,,,False,
High School,school,Myanmar,MMR,HOTOSM/OSM,21.936562,94.876684,,,,False,
လယ်ကြီး (အရှေ့) အမက,school,Myanmar,MMR,HOTOSM/OSM,22.671001,94.13543,,,,False,
လယ်ကြီး (အနောက်) အထက,school,Myanmar,MMR,HOTOSM/OSM,22.672836,94.126752,,,,False,
ရွာစည် အလက,school,Myanmar,MMR,HOTOSM/OSM,22.207344,94.147267,,,,False,
ရွာမ အလက,school,Myanmar,MMR,HOTOSM/OSM,22.570107,94.122254,,,,False,
"Basic Education Middle School, Lel Ma",school,Myanmar,MMR,HOTOSM/OSM,22.126182,94.183151,,,,False,
အမက မုန်တော,school,Myanmar,MMR,HOTOSM/OSM,21.505795,94.621258,,,,False,
အထက မြောက်ဘက်,school,Myanmar,MMR,HOTOSM/OSM,21.476543,94.472133,,,,False,
ဝက်ချီပါ အလက,school,Myanmar,MMR,HOTOSM/OSM,22.069936,94.082489,,,,False,
အလက,school,Myanmar,MMR,HOTOSM/OSM,22.53146,94.135644,,,,False,
